nz,d,34,0.009206607094503114
nz,f,25,0.006769564040075819
nz,h,1,2.7078256160303275E-4
nz,i,4,0.001083130246412131
nz,j,28,0.007581911724884917
nz,k,4,0.001083130246412131
nz,l,10,0.0027078256160303275
nz,m,49,0.013268345518548606
nz,n,1888,0.5112374763065258
nz,p,25,0.006769564040075819
nz,r,15,0.004061738424045491
nz,q,2,5.415651232060655E-4
nz,t,8,0.002166260492824262
m,Ag,12,2.921556215610849E-4
nz,s,8,0.002166260492824262
nz,v,153,0.041429731925264016
w,Rg,2,1.2656225280809998E-5
nz,u,134,0.03628486325480639
nx,b,5,0.010893246187363835
nx,a,7,0.015250544662309368
nt,vn,76,0.021288515406162466
nz,w,1038,0.28107229894394803
nz,z,2,5.415651232060655E-4
Tg,Vg,7,0.014314928425357873
nx,m,10,0.02178649237472767
a,ns,121,0.0035276967930029154
n,Rg,1,4.251429543183896E-6
a,nr,53,0.0015451895043731778
nx,n,169,0.3681917211328976
nx,k,20,0.04357298474945534
a,nt,2,5.830903790087464E-5
nx,q,6,0.013071895424836602
nx,r,1,0.002178649237472767
nx,p,6,0.013071895424836602
a,nx,2,5.830903790087464E-5
f,nx,1,5.8224163027656476E-5
p,Rg,3,7.514841812579845E-5
nx,f,4,0.008714596949891068
a,nz,10,2.915451895043732E-4
f,nz,6,3.4934497816593884E-4
nx,c,3,0.006535947712418301
nx,d,7,0.015250544662309368
nx,i,1,0.002178649237472767
Ng,a,86,0.019060283687943262
c,Ng,31,0.0012167360075359132
Ng,c,63,0.013962765957446808
Ng,b,9,0.0019946808510638296
nr,Tg,1,2.904443799012489E-5
Ng,d,180,0.0398936170212766
Ng,f,84,0.018617021276595744
v,vd,114,6.192320436286998E-4
f,nr,24,0.0013973799126637554
f,ns,122,0.00710334788937409
Ng,i,8,0.0017730496453900709
f,nt,8,4.657933042212518E-4
Ng,j,19,0.0042109929078014184
Ng,k,3,6.648936170212766E-4
Ng,l,15,0.003324468085106383
nx,v,19,0.04139433551198257
Ag,vn,2,0.006349206349206349
Ng,m,97,0.02149822695035461
v,vn,4735,0.025719857250718365
nx,u,27,0.058823529411764705
Ng,n,555,0.12300531914893617
Ng,o,1,2.2163120567375886E-4
nx,s,1,0.002178649237472767
Ng,p,149,0.033023049645390073
Ng,q,4,8.865248226950354E-4
Ng,r,31,0.006870567375886525
Ng,s,1,2.2163120567375886E-4
nx,w,151,0.3289760348583878
l,ad,22,0.003681392235609103
l,an,8,0.0013386880856760374
ns,d,700,0.025169896803423106
Tg,Tg,34,0.06952965235173825
ns,f,459,0.016504260903958866
ns,a,294,0.010571356657437704
ns,b,246,0.008845420876631548
ns,c,506,0.018194239689331558
ns,n,10448,0.3756786882888066
ns,m,847,0.03045557513214196
z,Ng,2,0.0014492753623188406
n,Tg,31,1.3179431583870075E-4
ns,l,140,0.005033979360684621
ns,j,567,0.020387616410772715
nx,nz,2,0.004357298474945534
ns,i,33,0.0011865808493042322
ns,w,2727,0.09805472654704973
ns,v,2919,0.10495846967027435
ns,u,1985,0.07137463593542123
ns,t,1571,0.05648843982596814
ns,s,235,0.008449893926863471
ns,r,252,0.009061162849232317
nx,nr,1,0.002178649237472767
ns,q,9,3.236129589011542E-4
ns,p,581,0.020891014346841177
q,an,64,0.0026502132593482133
nr,Vg,370,0.010746442056346209
ns,z,11,3.955269497680774E-4
m,Bg,1,2.4346301796757073E-5
ns,y,9,3.236129589011542E-4
Ng,Dg,3,6.648936170212766E-4
Vg,c,13,0.007497116493656286
Vg,b,10,0.0057670126874279125
Vg,a,66,0.03806228373702422
Tg,z,1,0.002044989775051125
Vg,f,8,0.00461361014994233
Vg,d,26,0.014994232987312572
Vg,k,2,0.0011534025374855825
Vg,j,36,0.020761245674740483
Vg,i,9,0.005190311418685121
Vg,n,368,0.2122260668973472
Vg,o,1,5.767012687427913E-4
w,Vg,206,0.0013035912039234298
Vg,l,2,0.0011534025374855825
Vg,m,68,0.0392156862745098
Vg,r,57,0.0328719723183391
Vg,s,2,0.0011534025374855825
Vg,p,65,0.03748558246828143
Vg,q,2,0.0011534025374855825
Vg,v,211,0.12168396770472895
Vg,w,511,0.2946943483275663
Vg,t,51,0.029411764705882353
Vg,u,53,0.030565167243367934
Vg,z,3,0.0017301038062283738
r,Dg,2,6.191183754333828E-5
t,Vg,12,5.828071879553182E-4
t,y,9,4.371053909664886E-4
Vg,y,4,0.002306805074971165
t,z,11,5.342399222923749E-4
t,v,2773,0.13467702768334142
t,u,1091,0.052986886838271005
r,b,177,0.005479197622585438
t,w,3362,0.16328314715881495
r,a,964,0.029841505695889056
t,r,297,0.014424477901894123
p,Ng,112,0.0028055409433631424
z,Tg,1,7.246376811594203E-4
i,Dg,3,6.0156406657309E-4
t,q,7,3.3997085964060223E-4
Vg,Vg,4,0.002306805074971165
t,t,4584,0.2226323457989315
t,s,40,0.001942690626517727
r,h,3,9.286775631500742E-5
t,n,2927,0.14215638659543467
t,m,473,0.022972316658572123
t,p,1400,0.06799417192812045
r,j,128,0.00396235760277365
r,i,229,0.007088905398712234
n,Vg,271,0.0011521374062028356
r,d,3152,0.09757305596830114
t,j,101,0.004905293831957261
t,i,27,0.0013113161728994657
r,c,314,0.009720158494304111
r,f,178,0.005510153541357108
t,l,48,0.0023312287518212726
r,o,3,9.286775631500742E-5
t,f,951,0.04618746964545896
r,p,1662,0.051448736998514114
r,q,1022,0.03163694898464586
r,r,522,0.016158989598811294
t,a,200,0.009713453132588635
r,l,197,0.006098315998018821
t,b,32,0.0015541525012141815
r,m,1949,0.06033308568598316
t,c,106,0.005148130160271977
t,d,987,0.04793589120932491
r,n,6677,0.20669266963843486
r,w,1734,0.05367756315007429
j,a,112,0.010878010878010878
r,y,60,0.0018573551263001485
j,b,276,0.026806526806526808
r,z,66,0.0020430906389301636
r,s,132,0.004086181277860327
r,t,243,0.007522288261515602
r,u,2405,0.07444898464586429
r,v,8127,0.2515787518573551
j,f,243,0.0236013986013986
u,vn,9207,0.12308494425282747
j,d,278,0.027000777000777
p,Mg,1,2.5049472708599484E-5
j,c,194,0.018842268842268844
l,y,23,0.003848728246318608
j,j,1252,0.1216006216006216
j,i,11,0.0010683760683760685
r,Ag,13,4.0242694403169884E-4
Ng,z,5,0.0011081560283687944
l,t,13,0.002175368139223561
j,n,3222,0.3129370629370629
j,m,464,0.045066045066045064
l,s,8,0.0013386880856760374
l,r,44,0.007362784471218206
j,l,30,0.002913752913752914
l,q,1,1.6733601070950468E-4
Ng,y,13,0.002881205673758865
j,k,4,3.885003885003885E-4
Ng,v,805,0.17841312056737588
j,r,83,0.008061383061383062
j,q,6,5.827505827505828E-4
Ng,w,1720,0.38120567375886527
l,w,2689,0.4499665327978581
l,v,576,0.0963855421686747
j,p,246,0.023892773892773892
Ng,t,83,0.018395390070921985
l,u,1039,0.17386211512717537
Ng,u,226,0.050088652482269506
j,u,482,0.046814296814296816
j,v,1289,0.1251942501942502
l,l,26,0.004350736278447122
l,i,11,0.0018406961178045514
j,s,44,0.004273504273504274
j,t,69,0.006701631701631702
l,j,15,0.0025100401606425703
j,y,1,9.712509712509713E-5
j,z,2,1.9425019425019425E-4
l,p,104,0.01740294511378849
j,w,1215,0.11800699300699301
l,m,55,0.009203480589022758
u,vd,21,2.8074115665356543E-4
l,n,595,0.09956492637215529
l,c,160,0.02677376171352075
l,d,185,0.030957161981258367
l,a,66,0.01104417670682731
l,b,4,6.693440428380187E-4
w,Tg,89,5.632020249960449E-4
l,f,96,0.01606425702811245
t,Tg,125,0.006070908207867897
Tg,i,1,0.002044989775051125
Vg,Tg,2,0.0011534025374855825
Tg,f,5,0.010224948875255624
Tg,d,46,0.09406952965235174
Tg,c,2,0.00408997955010225
Tg,a,2,0.00408997955010225
Tg,y,2,0.00408997955010225
Tg,v,99,0.20245398773006135
Tg,w,139,0.2842535787321063
Tg,t,16,0.032719836400818
Tg,u,27,0.05521472392638037
Tg,r,9,0.018404907975460124
nz,ad,5,0.0013539128080151638
Tg,p,43,0.08793456032719836
Tg,q,1,0.002044989775051125
Tg,n,27,0.05521472392638037
Tg,l,5,0.010224948875255624
Tg,m,7,0.014314928425357873
nz,an,1,2.7078256160303275E-4
Tg,j,1,0.002044989775051125
e,w,23,0.8518518518518519
e,v,1,0.037037037037037035
m,an,50,0.0012173150898378536
e,u,1,0.037037037037037035
m,ad,19,4.625797341383844E-4
Ag,c,9,0.02857142857142857
Ag,d,10,0.031746031746031744
Ag,f,3,0.009523809523809525
Vg,Ag,7,0.004036908881199538
Ag,a,12,0.0380952380952381
Ag,b,1,0.0031746031746031746
r,nr,20,6.191183754333828E-4
Ag,v,59,0.1873015873015873
Tg,nz,1,0.002044989775051125
Ag,u,16,0.050793650793650794
Ag,r,2,0.006349206349206349
Ag,q,1,0.0031746031746031746
Ag,p,2,0.006349206349206349
i,u,1322,0.26508923200320833
Ag,n,53,0.16825396825396827
i,t,3,6.0156406657309E-4
Ag,m,5,0.015873015873015872
Ag,l,1,0.0031746031746031746
i,w,2916,0.5847202727090435
i,v,305,0.06115901343493082
i,y,31,0.006216162021255264
i,z,3,6.0156406657309E-4
i,l,8,0.0016041708441949067
i,m,14,0.0028072989773410867
i,n,76,0.015239623019851614
i,p,61,0.012231802686986164
i,q,3,6.0156406657309E-4
i,r,8,0.0016041708441949067
i,s,2,4.010427110487267E-4
i,d,70,0.014036494886705435
ns,vd,7,2.516989680342311E-4
i,f,44,0.008822939643071986
vn,nx,3,7.063809748057453E-5
Ag,y,4,0.012698412698412698
i,i,18,0.00360938439943854
vn,nr,9,2.1191429244172357E-4
i,j,2,4.010427110487267E-4
Ag,w,107,0.3396825396825397
vn,ns,37,8.712032022604191E-4
i,k,2,4.010427110487267E-4
d,Dg,19,3.9743965192653644E-4
Ag,Ng,17,0.05396825396825397
ns,vn,550,0.01977634748840387
Tg,vn,3,0.006134969325153374
c,vd,14,5.494936808226706E-4
Tg,nr,2,0.00408997955010225
Tg,ns,2,0.00408997955010225
j,vn,531,0.051573426573426576
c,vn,1806,0.0708846848261245
j,vd,10,9.712509712509713E-4
u,an,838,0.01120290901312799
n,nz,166,7.057373041685266E-4
n,nx,40,1.7005718172735584E-4
n,nr,5540,0.02355291966923878
v,an,735,0.0039924171233955644
n,nt,109,4.634058202070446E-4
d,Bg,1,2.0917876417186128E-5
n,ns,926,0.003936823756988287
j,nr,14,0.0013597513597513598
k,Ng,1,0.0010787486515641855
l,nz,1,1.6733601070950468E-4
j,nz,20,0.0019425019425019425
j,nx,1,9.712509712509713E-5
u,ad,91,0.0012165450121654502
l,nr,15,0.0025100401606425703
l,nt,1,1.6733601070950468E-4
j,nt,8,7.77000777000777E-4
j,ns,123,0.011946386946386946
l,ns,16,0.002677376171352075
z,nr,1,7.246376811594203E-4
a,ad,8,2.3323615160349855E-4
d,Ag,41,8.576329331046312E-4
z,ns,2,0.0014492753623188406
v,ad,855,0.004644240327215248
t,Ng,244,0.011850412821758135
a,an,127,0.003702623906705539
ad,vd,5,8.427439743805831E-4
Mg,v,4,0.5714285714285714
an,an,47,0.016779721528025704
an,ad,5,0.001785076758300607
Mg,a,1,0.14285714285714285
Ng,Ng,52,0.01152482269503546
nt,Ng,9,0.0025210084033613447
q,Ng,76,0.003147128245476003
Mg,n,2,0.2857142857142857
ad,vn,2,3.370975897522333E-4
y,Tg,1,5.367686527106817E-4
w,Ag,60,3.7968675842429994E-4
r,vn,774,0.02395988112927192
Yg,w,1,1.0
d,Ng,19,3.9743965192653644E-4
r,vd,15,4.643387815750371E-4
w,Bg,1,6.328112640404999E-6
q,Tg,8,3.3127665741852666E-4
Ag,Vg,7,0.022222222222222223
z,an,3,0.002173913043478261
s,vd,3,7.84313725490196E-4
an,Tg,1,3.570153516601214E-4
vn,vd,15,3.531904874028726E-4
s,vn,136,0.035555555555555556
vn,vn,3395,0.07993878031551684
f,Ag,3,1.7467248908296942E-4
d,Mg,1,2.0917876417186128E-5
w,s,588,0.0037209302325581397
w,r,12241,0.0774624268311976
w,u,1622,0.010264198702736909
t,Ag,3,1.4570179698882954E-4
w,t,4710,0.029805410536307548
w,o,17,1.0757791488688499E-4
w,n,25562,0.1617592153140326
o,vn,1,0.014492753623188406
w,q,165,0.001044138585666825
w,p,11333,0.07171650055370986
w,k,48,3.0374940673943995E-4
w,j,2105,0.013320677108052523
w,m,5996,0.03794336339186837
ns,nx,6,2.157419726007695E-4
w,l,1459,0.009232716342350894
ns,nz,581,0.020891014346841177
w,f,1017,0.0064356905552918845
w,i,1293,0.008182249644043665
w,h,9,5.695301376364499E-5
w,b,1492,0.00944154405948426
w,c,8997,0.05693402942572378
w,d,11462,0.0725328270843221
w,e,17,1.0757791488688499E-4
y,d,2,0.0010735373054213634
ns,ns,1683,0.06051562331451584
ns,nr,101,0.0036316565387796195
y,f,1,5.367686527106817E-4
ns,nt,122,0.004386753442882313
w,a,3204,0.020275272899857616
y,q,1,5.367686527106817E-4
Dg,Ag,2,0.014814814814814815
y,r,1,5.367686527106817E-4
f,Dg,2,1.1644832605531295E-4
y,n,3,0.001610305958132045
y,y,16,0.008588298443370907
nr,Dg,1,2.904443799012489E-5
y,w,1833,0.9838969404186796
y,v,4,0.0021470746108427268
nz,Ng,5,0.0013539128080151638
m,Tg,13,3.1650192335784197E-4
p,an,42,0.0010520778537611783
p,ad,179,0.004483855614839307
w,z,240,0.0015187470336971997
w,y,42,2.6578073089701E-4
c,Ag,6,2.354972917811445E-4
w,v,29991,0.18978642619838634
i,Tg,1,2.0052135552436334E-4
w,w,9937,0.06288245530770448
k,Vg,1,0.0010787486515641855
w,vvn,1,6.328112640404999E-6
p,h,2,5.009894541719897E-5
n,r,1499,0.0063728928852326595
m,Ng,302,0.007352583142620636
n,q,72,3.061029271092405E-4
m,Vg,26,6.330038467156839E-4
n,p,6357,0.027026337606020023
p,f,405,0.01014503644698279
n,o,13,5.526858406139064E-5
n,v,34753,0.1477499309142699
p,l,301,0.007539891285288445
n,u,21298,0.0905469464107306
n,t,1369,0.005820207044618753
p,j,1038,0.026001352671526264
p,i,147,0.003682272488164124
n,s,415,0.0017643432604213167
n,z,289,0.0012286631379801458
n,y,327,0.001390217460621134
n,w,61497,0.26145016261718
p,d,673,0.016858295132887453
p,c,9,2.2544525437739535E-4
p,b,555,0.013902457353272713
p,a,1332,0.03336589764785451
n,a,4109,0.017469123992942627
p,w,678,0.01698354249643045
i,Vg,6,0.00120312813314618
n,b,1106,0.004702081074761388
p,u,28,7.013852358407856E-4
p,v,5233,0.1310838906841011
n,e,1,4.251429543183896E-6
Ng,Tg,3,6.648936170212766E-4
n,f,7878,0.03349276194120273
n,c,8454,0.03594158535807666
n,d,12427,0.05283251493314627
p,z,51,0.0012775231081385736
p,o,3,7.514841812579845E-5
n,i,845,0.0035924579639903917
n,j,1177,0.005003932572327445
p,p,460,0.011522757445955763
p,m,2077,0.05202775481576113
n,h,2,8.502859086367791E-6
p,n,11784,0.29518298639813634
p,s,766,0.019187896094787205
n,m,4346,0.01847671279467721
n,n,42881,0.18230555024126863
p,t,2748,0.06883595100323138
n,k,819,0.0034819207958676104
p,q,24,6.011873450063876E-4
p,r,4175,0.10458154855840285
n,l,883,0.00375401228663138
y,Vg,1,5.367686527106817E-4
vn,nz,5,1.177301624676242E-4
l,vd,4,6.693440428380187E-4
q,Vg,16,6.625533148370533E-4
e,e,2,0.07407407407407407
w,Dg,30,1.8984337921214997E-4
Ng,Vg,13,0.002881205673758865
l,vn,177,0.02961847389558233
r,nt,3,9.286775631500742E-5
r,ns,707,0.021885834571570083
r,nz,25,7.738979692917285E-4
r,nx,2,6.191183754333828E-5
v,Ng,1132,0.006148865556032352
i,a,9,0.00180469219971927
c,a,989,0.03881780359525865
an,Ng,7,0.0024991074616208496
i,c,43,0.008622418287547624
i,b,2,4.010427110487267E-4
c,d,1529,0.06001255985556166
c,c,112,0.0043959494465813645
c,b,292,0.0114608682000157
c,i,129,0.005063191773294607
c,h,9,3.5324593767171677E-4
c,f,100,0.003924954863019075
t,vd,3,1.4570179698882954E-4
a,f,83,0.0024198250728862973
a,d,293,0.008542274052478134
Dg,v,69,0.5111111111111111
Dg,w,1,0.007407407407407408
Dg,t,5,0.037037037037037035
a,j,81,0.0023615160349854227
a,k,4,1.1661807580174928E-4
Dg,r,1,0.007407407407407408
a,i,13,3.790087463556851E-4
t,vn,222,0.010781932977173385
Dg,p,3,0.022222222222222223
r,Vg,27,8.358098068350668E-4
Dg,n,2,0.014814814814814815
Dg,l,1,0.007407407407407408
a,b,63,0.001836734693877551
Dg,m,6,0.044444444444444446
a,c,455,0.013265306122448979
a,a,827,0.024110787172011663
nz,vd,1,2.7078256160303275E-4
ad,ad,35,0.005899207820664082
nz,vn,72,0.01949634443541836
b,Ng,20,0.0022959476523935255
Dg,d,1,0.007407407407407408
b,Vg,3,3.443921478590288E-4
s,Ng,13,0.0033986928104575162
Dg,a,40,0.2962962962962963
u,Tg,45,6.015881928290687E-4
a,Vg,12,3.498542274052478E-4
f,Vg,41,0.0023871906841339157
d,Tg,4,8.367150566874451E-5
vd,Vg,1,0.001893939393939394
vvn,n,1,1.0
vn,Vg,9,2.1191429244172357E-4
ns,Ag,2,7.191399086692315E-5
u,Ng,499,0.006670944627149007
a,Tg,4,1.1661807580174928E-4
q,Ag,7,2.898670752412108E-4
w,nx,183,0.0011580446131941148
d,Vg,331,0.006923817094088608
w,nz,1542,0.009757949691504508
nt,an,8,0.002240896358543417
vd,vd,2,0.003787878787878788
nt,ad,10,0.0028011204481792717
vd,vn,2,0.003787878787878788
i,ad,6,0.00120312813314618
k,ad,11,0.011866235167206042
q,Bg,1,4.140958217731583E-5
an,vn,218,0.07782934666190647
v,Mg,2,1.08637200636614E-5
c,z,30,0.0011774864589057226
Vg,nt,2,0.0011534025374855825
c,w,1606,0.06303477510008634
c,v,6147,0.24126697542978257
Vg,nr,10,0.0057670126874279125
w,nt,1177,0.007448188577756684
Vg,ns,58,0.03344867358708189
c,s,145,0.005691184551377659
w,ns,7962,0.05038443284290461
w,nr,8330,0.05271317829457364
c,r,1134,0.044508988146636314
h,vn,5,0.10638297872340426
c,u,21,8.242405212340058E-4
c,t,298,0.011696365491796845
c,o,1,3.924954863019075E-5
c,n,6524,0.25606405526336445
Vg,nz,2,0.0011534025374855825
c,q,9,3.5324593767171677E-4
c,p,1410,0.05534186356856896
c,j,258,0.010126383546589214
c,m,648,0.025433707512363606
c,l,232,0.009105895282204254
b,ad,2,2.2959476523935255E-4
v,Vg,171,9.288480654430497E-4
b,an,60,0.006887842957180576
u,Yg,1,1.3368626507312639E-5
a,Ng,148,0.004314868804664723
s,Dg,1,2.6143790849673205E-4
nx,Ng,2,0.004357298474945534
k,a,26,0.028047464940668825
Rg,Rg,1,0.1
nr,ad,66,0.0019169329073482429
f,Ng,27,0.0015720524017467249
r,ad,195,0.006036404160475483
i,ns,8,0.0016041708441949067
i,nr,4,8.020854220974534E-4
l,Ag,1,1.6733601070950468E-4
r,an,43,0.0013311045071817732
nt,Vg,1,2.8011204481792715E-4
i,nz,1,2.0052135552436334E-4
vd,ad,15,0.028409090909090908
v,Rg,3,1.6295580095492098E-5
c,ns,1107,0.04344925033362116
n,vd,157,6.674744382798716E-4
c,nr,316,0.012402857367140278
s,z,14,0.0036601307189542483
u,z,223,0.0029812037111307185
u,y,33,4.411646747413171E-4
Vg,vn,20,0.011534025374855825
c,nt,91,0.0035717089253473585
n,vn,12598,0.053559509385030714
c,nx,15,5.887432294528613E-4
c,nz,93,0.00365020802260774
u,i,407,0.005441030988476244
s,c,32,0.008366013071895426
u,h,5,6.68431325365632E-5
s,b,29,0.007581699346405229
s,e,1,2.6143790849673205E-4
u,j,646,0.008636132723723964
s,d,212,0.05542483660130719
u,m,5583,0.07463704179032646
u,l,484,0.0064704152295393174
s,f,21,0.005490196078431373
u,o,8,1.0694901205850111E-4
s,i,21,0.005490196078431373
u,n,32139,0.4296542873185209
u,q,117,0.0015641293013555788
u,p,633,0.0084623405791289
u,s,335,0.004478489879949734
u,r,1602,0.021416539664714847
u,u,206,0.0027539370605064034
u,t,617,0.008248442555011897
u,w,4282,0.05724445870431272
s,a,73,0.019084967320261437
u,v,5285,0.0706531910911473
s,r,33,0.008627450980392156
ad,d,79,0.013315354795213214
s,s,18,0.004705882352941176
s,t,4,0.0010457516339869282
ad,c,1,1.6854879487611664E-4
s,u,444,0.11607843137254902
u,Vg,49,6.550626988583193E-4
s,v,746,0.1950326797385621
s,w,625,0.16339869281045752
ad,i,5,8.427439743805831E-4
ad,f,3,5.056463846283499E-4
s,y,6,0.001568627450980392
s,j,19,0.0049673202614379085
u,a,5289,0.07070666559717655
s,l,27,0.007058823529411765
u,b,1416,0.018929975134354696
s,m,158,0.04130718954248366
u,c,66,8.823293494826342E-4
u,d,1372,0.01834175556803294
s,n,1097,0.28679738562091506
Ag,Bg,1,0.0031746031746031746
s,o,4,0.0010457516339869282
ad,a,76,0.012809708410584864
u,f,225,0.0030079409641453436
s,p,35,0.009150326797385621
s,q,4,0.0010457516339869282
m,w,3051,0.07428056678190582
ad,w,34,0.0057306590257879654
Rg,w,3,0.3
ad,v,5503,0.9275240182032698
m,v,2024,0.049276914836636314
k,p,95,0.10248112189859762
z,vn,8,0.005797101449275362
m,u,532,0.012952232555874762
nt,a,16,0.004481792717086834
Rg,u,1,0.1
nt,b,176,0.04929971988795518
m,t,70,0.001704241125772995
k,n,40,0.043149946062567425
nt,c,71,0.019887955182072828
k,m,5,0.005393743257820928
m,s,25,6.086575449189268E-4
k,l,10,0.010787486515641856
ad,r,5,8.427439743805831E-4
nt,d,74,0.02072829131652661
m,r,50,0.0012173150898378536
ad,u,1,1.6854879487611664E-4
m,q,21933,0.5339874373082729
v,Tg,53,2.878885816870271E-4
ad,t,1,1.6854879487611664E-4
nt,f,29,0.008123249299719889
m,p,223,0.005429225300676827
k,i,21,0.022653721682847898
ad,n,3,5.056463846283499E-4
k,f,1,0.0010787486515641855
ad,p,130,0.02191134333389516
ad,j,3,5.056463846283499E-4
Rg,k,1,0.1
k,d,150,0.16181229773462782
m,z,30,7.303890539027122E-4
ad,m,4,6.741951795044666E-4
m,y,11,2.678093197643278E-4
k,c,15,0.016181229773462782
ad,l,19,0.003202427102646216
k,b,6,0.006472491909385114
m,f,235,0.005721380922237912
vn,an,54,0.0012714857546503415
m,d,333,0.008107318498320104
Rg,d,2,0.2
m,b,141,0.0034328285533427472
m,c,115,0.0027998247066270635
k,z,2,0.002157497303128371
Rg,Ng,2,0.2
m,a,1457,0.03547256171787506
m,n,6942,0.1690120270730876
nr,b,68,0.0019750217833284928
m,o,1,2.4346301796757073E-5
nr,a,114,0.0033110659308742377
k,y,2,0.002157497303128371
k,v,302,0.325782092772384
nr,d,846,0.024571594539645657
m,l,66,0.0016068559185859668
nr,c,455,0.013215219285506825
m,m,2583,0.06288649754102352
k,w,114,0.12297734627831715
nr,f,39,0.0011327330816148708
m,j,79,0.0019233578419438088
k,t,12,0.012944983818770227
m,k,4,9.738520718702829E-5
k,u,82,0.08845738942826321
m,h,1,2.4346301796757073E-5
k,r,14,0.015102481121898598
k,s,10,0.010787486515641856
m,i,64,0.0015581633149924527
nr,k,3,8.713331397037468E-5
nr,l,45,0.00130699970955562
nr,i,58,0.0016845774034272437
Ng,ad,12,0.0026595744680851063
nr,j,10,2.904443799012489E-4
nr,o,1,2.904443799012489E-5
